author,year,intervention_name,scale_name,delay,paper_title,coder,lab_or_field,lab_field,program_name,publication_type,origin,setting,stage_in_life,mean_age,participant_sex,percent_of_male,percent_dominant_racial_or_ethnic_group,country,state,number_of_participant,type_of_control,intrevention_description,brief_description_of_the_intervention,delivery_of_treatment,intervention_length,time_intervention_took,additional_contact,stated_purpose_of_the_intervention,intervention_description,stated_purpose,condition_gender,n_items,contains_randomization,partial_analysis,study_design,is_primary,scale_type,type_of_at_risk_population,n_conditions,n_c_pre,n_c_post,n_t_pre,n_t_post,n_t_group,n_c_group,cluster_type,eff_type,u_s_d,anticipated_direction,ctrl_sd,page_number,comments,d,var_d,se_d,checked,checker_comment,is_red
forst,1996,didactic-lecture,rape myth acceptance,14,Familiarity with Sexual Assault and its Relationship to the Effectiveness of Acquaintance Rape Prevention Programs,Anne,0,lab,-,1,1,3,3,23.9,5,39,89,US,Florida,54,1,0.5,"Students were provided a didactic workshop with a lecture format,  watched a video, ""Campus Rape,"" and participated in a question and answer session.","1,2,4",1,60 minutes,0,"1,9",NA,"1,9",both,19,NA,NA,rct,FALSE,attitudes,-,3,19,19,16,16,-,-,-,d.i.d,-4.342,1,11.05,p.97indissertation,,,,,Roni,stats reported in Forst1993 dissertation,#ffffff
forst,1996,theatre,rape myth acceptance,0,Familiarity with Sexual Assault and its Relationship to the Effectiveness of Acquaintance Rape Prevention Programs,Anne,0,lab,-,1,1,3,3,23.9,5,39,89,US,Florida,54,1,0.5,"Students watched an improvisational theater performance. The first scene portrayed an acquaintance rape, after which students were invited to discuss and state how they would change those behaviors. After the discussion, in scene two the actors incorporated the prevention strategies and suggestions provided by the students.","2,3,5",1,60 minutes,0,"1,9",NA,"1,9",both,19,NA,NA,rct,FALSE,attitudes,-,3,19,19,17,17,-,-,-,d.i.m,3.259,1,11.05,p.97indissertation,,,,,Roni,stats reported in Forst1993 dissertation,#ffffff
forst,1996,didactic-lecture,rape myth acceptance,0,Familiarity with Sexual Assault and its Relationship to the Effectiveness of Acquaintance Rape Prevention Programs,Anne,0,lab,-,1,1,3,3,23.9,5,39,89,US,Florida,54,1,0.5,"Students were provided a didactic workshop with a lecture format,  watched a video, ""Campus Rape,"" and participated in a question and answer session.","1,2,4",1,60 minutes,0,"1,9",NA,"1,9",both,19,NA,NA,rct,FALSE,attitudes,-,3,19,19,16,16,-,-,-,d.i.m,8.168,1,11.05,p.97indissertation,,,,,Roni,stats reported in Forst1993 dissertation,#ffffff
schewe,1996,victim empathy/outcome expectancies,rape myth acceptance,0,Rape Prevention with High-Risk Males: Short-Term Outcome of Two Interventions,Paloma,0,lab,-,1,1,3,3,19.7,1,100%,67%,US,-,52,1,1,"The VE/OE intervention entailed a 50-min videotaped presentation designed to facilitate empathy towards victims of sexual abuse and to increase subjects' awareness of the negative consequences that the act of rap- ing holds for men. The video presented several victims describing their experiences of rape and subsequent pain and suffering. Subjects were guided by a narrator through some of the short- and long-term sequelae of sexual victimization. In addition, possible personal consequences of raping were discussed, including the low likelihood of personal and victim's enjoyment of the coerced sex, the likelihood of feeling ashamed, feeling guilty, harming one's reputation, arrest, conviction, imprisonment, worrying abut contracting a sexually transmitted disease, actually contracting a STD, and negative impact upon future career. Finally, a behavioral exercise was included to increase subjects' involvement in the program, to improve their processing of the information, and to serve as a manipulation check. In this exercise, subjects were presented with a hypothetical man who believes that he can force sex upon a women whenever he wants to. Subjects were asked to record as many arguments as they could to convince this man to change his behavior.","4,5",1,50 minutes,0,"1,3,5,6",NA,"1,3,5,6",male,19,NA,NA,rct,FALSE,attitudes,high scores on attraction to Sexual Aggression scale,3,26,26,26,26,-,-,-,d.i.d,3.62,1,12.43,465table2,NA,0.291,7.50E-02,0.274,Roni,,#ffffff
schewe,1996,rape supportive cognitions,rape myth acceptance,0,Rape Prevention with High-Risk Males: Short-Term Outcome of Two Interventions,Paloma,0,lab,-,1,1,3,3,19.7,1,100%,67%,US,-,48,1,1,"The RSC intervention entailed a 50-min videotaped presentation describing the importance of cognitions in preventing sexual assault. Subjects were presented with information about the role that rape supportive cognitions may play in the etiology of rape. Finally, a behavioral exercise was included to increase subjects' involvement in the program, to improve their processing of the information, and to serve as a manipulation check. In this exercise, subjects were presented with a hypothetical man who believes that he can force sex upon a women whenever he wants to. Subjects were asked to record as many arguments as they could to convince this man to change his behavior.","4,5",1,50 minutes,0,"9,3,1",NA,"9,3,1",male,19,NA,NA,rct,FALSE,attitudes,high scores on attraction to Sexual Aggression scale,3,26,26,22,22,-,-,-,d.i.d,9.36,1,12.43,465table2,NA,0.753,8.70E-02,0.295,Roni,,#ffffff
biviano,1997,sexual harassment awareness and prevention workshop,knowledge of policy and procedure (kpp) ,14,Training Effectiveness of a Sexual Harassment Awareness and Prevention Program,Arielle,1,field,NA,4,2,4,4,NA,3,38%,NA,USA,NA,190,1,1,sexual harrassment knowledge program,"2,5",1,240 minutes,0,"1,2,7,11",NA,"1,2,7,11",both,12,NA,NA,rct,FALSE,attitudes,-,4,95,95,95,78,-,-,-,reg.coef,0.83,1,3.41,99,NA,0.243,2.30E-02,0.152,Roni,,#ffffff
davis,1997,socialization-focused intervention,rape myth acceptance,0,NA,Paloma,1,field,NA,4,1,3,3,19.63,1,100%,95.60%,US,Iowa,176,2,1,The socialization focused treatment presented several sitcom video clips and the facilitator discussed sex-role socialization with participants after each clip. Discussion questions where aimed at establishiing the link between socialized sex role messages and how men are taught to relate to women in a way thhat can promote date rape.,"2,4",1,90 minutes,0,"1,5,6,9",NA,"1,5,6,9",male,19,NA,NA,rct,FALSE,attitudes,fraternity members,3,58,29,58,29,-,-,-,d.i.m,5.71,1,16.57,130/147,I did not do d.i.d b/c I can't find pre SD's,0.345,6.80E-02,0.261,Roni,,#ffffff
davis,1997,socialization-focused intervention,rape myth acceptance,42,NA,Paloma,1,field,NA,4,1,3,3,19.63,1,100%,95.60%,US,Iowa,176,2,1,The socialization focused treatment presented several sitcom video clips and the facilitator discussed sex-role socialization with participants after each clip. Discussion questions where aimed at establishiing the link between socialized sex role messages and how men are taught to relate to women in a way thhat can promote date rape.,"2,4",1,90 minutes,0,"1,5,6,9",NA,"1,5,6,9",male,19,NA,NA,rct,FALSE,attitudes,fraternity members,3,58,29,58,29,-,-,-,d.i.m,5.38,1,19.35,140/147,I did not do d.i.d b/c I can't find pre SD's,0.278,6.80E-02,0.261,Roni,,#ffffff
davis,1997,socialization-focused intervention,Willingness to Support a Fee Increase for Rape Prevention Efforts,42,NA,Paloma,1,field,NA,4,1,3,3,19.63,1,100%,95.60%,US,Iowa,176,2,1,The socialization focused treatment presented several sitcom video clips and the facilitator discussed sex-role socialization with participants after each clip. Discussion questions where aimed at establishiing the link between socialized sex role messages and how men are taught to relate to women in a way thhat can promote date rape.,"2,4",1,90 minutes,0,"1,5,6,9",NA,"1,5,6,9",male,1,NA,NA,rct,FALSE,behavior,fraternity members,3,58,29,58,29,-,-,-,log.odds.ratio,0.5291063,1,-,143,NA,0.2917,6.80E-02,0.261,Roni,intended future behavior,#ff0000
davis,1997,traditional education intervention,rape myth acceptance,0,NA,Paloma,1,field,NA,4,1,3,3,19.63,1,100%,95.60%,US,Iowa,176,2,1,"This treatment was focused on factual information. The facilitator defined rape, shared statistics about incidence of rape in college and differentiated between different types of rape. The groups then viewed a 30-minute video on after effects of date rape.","2,4",1,90 minutes,0,"1,2,5,9",NA,"1,2,5,9",male,19,NA,NA,rct,FALSE,attitudes,fraternity members,3,58,29,58,29,-,-,-,d.i.m,7.09,1,16.57,130/147,I did not do d.i.d b/c I can't find pre SD's,0.428,6.90E-02,0.263,Roni,,#ffffff
davis,1997,traditional education intervention,rape myth acceptance,42,NA,Paloma,1,field,NA,4,1,3,3,19.63,1,100%,95.60%,US,Iowa,176,2,1,"This treatment was focused on factual information. The facilitator defined rape, shared statistics about incidence of rape in college and differentiated between different types of rape. The groups then viewed a 30-minute video on after effects of date rape.","2,4",1,90 minutes,0,"1,2,5,9",NA,"1,2,5,9",male,19,NA,NA,rct,FALSE,attitudes,fraternity members,3,58,29,58,29,-,-,-,d.i.m,6.48,1,19.35,140/147,I did not do d.i.d b/c I can't find pre SD's,0.335,6.80E-02,0.261,Roni,,#ffffff
davis,1997,traditional education intervention,Willingness to Support a Fee Increase for Rape Prevention Efforts,42,NA,Paloma,1,field,NA,4,1,3,3,19.63,1,100%,95.60%,US,Iowa,176,2,1,"This treatment was focused on factual information. The facilitator defined rape, shared statistics about incidence of rape in college and differentiated between different types of rape. The groups then viewed a 30-minute video on after effects of date rape.","2,4",1,90 minutes,0,"1,2,5,9",NA,"1,2,5,9",male,1,NA,NA,rct,FALSE,behavior,fraternity members,3,58,29,58,29,-,-,-,log.odds.ratio,-0.7459719,-1,-,143,NA,-0.4112,6.90E-02,0.263,Roni,intended future behavior,#ff0000
fay,1997,treatment,Rape Myth acceptance,0,Attitude Change Towards Rape and Dating Violence Following an Acquaintance Rape Prevention Program in a Rural Southern High School,Arielle,1,field,NA,4,2,2,2,NA,3,43.45238095,47,USA,NA,184,1,1,acquaintance rape program incorporated into freshmen curriculum,"2,4,5",2,120 minutes,0,"1,2,9,10",NA,"1,2,9,10",both,NA,NA,NA,quasi-experimental,FALSE,attitudes,-,2,92,78,92,76,3,3,cluster randomized,d.i.d,-6.14,1,10.65,p.120table8,NA,,,,Roni,"not an RCT, no random assignmenet",#ffffff
fay,1997,treatment,Rape myth acceptance,152,Attitude Change Towards Rape and Dating Violence Following an Acquaintance Rape Prevention Program in a Rural Southern High School,Arielle,1,field,NA,4,2,2,2,NA,3,43.45238095,47,USA,NA,184,1,1,acquaintance rape program incorporated into freshmen curriculum,"2,4,5",2,120 minutes,0,"1,2,9,10",NA,"1,2,9,10",both,NA,NA,NA,pre-post,FALSE,attitudes,-,2,92,76,92,33,3,3,cluster randomized,d.i.m,8.47,1,12.03,144,NA,,,,Roni,control not measured 5 months delay so this turns into a pre-post study for that comparison,#ffffff
gillies,1997,direct counter arguments + rape video,rape myth acceptance,0,Providing Direct Counter-Arguments to Challenge Male Audience's Attitudes toward Rape,Yashna,0,lab,Direct Counter-Arguments,4,1,3,3,19,1,100,87.4,USA,Missouri,225,2,1,Direct Counter-Arguments (DCA) Intervention Group - DCA protocol (see Appendix L) consisting of counter-arguments for commonly expressed attitudes supporting rape culture followed by rape education video (RapeVID).,"2,4",1,46 minutes,0,1,NA,1,male,19,NA,NA,rct,FALSE,attitudes,-,3,,75,,78,-,-,n groups,d.i.m,-1.1,-1,9.91,p.73table7,NA,,,,Roni,,#ffffff
gillies,1997,direct counter arguments + rape video,rape myth acceptance,28,Providing Direct Counter-Arguments to Challenge Male Audience's Attitudes toward Rape,Yashna,0,lab,Direct Counter-Arguments,4,1,3,3,19,1,100,87.4,USA,Missouri,225,2,1,Direct Counter-Arguments (DCA) Intervention Group - DCA protocol (see Appendix L) consisting of counter-arguments for commonly expressed attitudes supporting rape culture followed by rape education video (RapeVID).,"2,4",1,46 minutes,0,1,NA,1,male,19,NA,NA,rct,FALSE,attitudes,-,3,,75,,78,-,-,n groups,d.i.m,1.09,1,11.08,p.73table7,NA,,,,Roni,,#ffffff
gillies,1997,direct counter arguments + rape video,take phone number to volunteer on campus,28,Providing Direct Counter-Arguments to Challenge Male Audience's Attitudes toward Rape,Yashna,0,lab,Direct Counter-Arguments,4,1,3,3,19,1,100,87.4,USA,Missouri,225,2,1,Direct Counter-Arguments (DCA) Intervention Group - DCA protocol (see Appendix L) consisting of counter-arguments for commonly expressed attitudes supporting rape culture followed by rape education video (RapeVID).,"2,4",1,46 minutes,0,1,NA,1,male,1,NA,NA,rct,FALSE,behavior,-,3,,75,,78,-,-,n groups,d,0,0,-,p.63,NA,,,,Roni,,#ffffff
gillies,1997,standard practice + rape video,rape myth acceptance,0,Providing Direct Counter-Arguments to Challenge Male Audience's Attitudes toward Rape,Yashna,0,lab,Standard Program,4,1,3,3,19,1,100,87.4,USA,Missouri,225,2,1,Standard Program (SP) Intervention Group - SP protocol (see Appendix M) consisting of information regarding rape culture typically presented in rape education programs followed by rape education video (RapeVID).,"1,4",1,46 minutes,0,1,NA,1,male,19,NA,NA,rct,FALSE,attitudes,-,3,,75,,72,-,-,n groups,d.i.m,0.31,1,9.91,p.73table7,NA,,,,Roni,,#ffffff
gillies,1997,standard practice + rape video,rape myth acceptance,28,Providing Direct Counter-Arguments to Challenge Male Audience's Attitudes toward Rape,Yashna,0,lab,Standard Program,4,1,3,3,19,1,100,87.4,USA,Missouri,225,2,1,Standard Program (SP) Intervention Group - SP protocol (see Appendix M) consisting of information regarding rape culture typically presented in rape education programs followed by rape education video (RapeVID).,"1,4",1,46 minutes,0,1,NA,1,male,19,NA,NA,rct,FALSE,attitudes,-,3,,75,,72,-,-,n groups,d.i.m,1.5,1,11.08,p.73table7,NA,,,,Roni,,#ffffff
gillies,1997,standard practice + rape video,take phone number to volunteer on campus,28,Providing Direct Counter-Arguments to Challenge Male Audience's Attitudes toward Rape,Yashna,0,lab,Standard Program,4,1,3,3,19,1,100,87.4,USA,Missouri,225,2,1,Standard Program (SP) Intervention Group - SP protocol (see Appendix M) consisting of information regarding rape culture typically presented in rape education programs followed by rape education video (RapeVID).,"1,4",1,46 minutes,0,1,NA,1,male,1,NA,NA,rct,FALSE,behavior,-,3,,75,,72,-,-,n groups,d,0,0,-,p.63,NA,,,,Roni,,#ffffff
macgowan,1997,teen dating violence prevention program,Evaluation Measure,3,An Evaluation of Dating Violence Prevention Program for Middle School Students,Jennifer,1,field,Dating Violence Prevention,1,1,1,1,12.6,5,43.9,8.3,USA,Florida,740,1,0.5,"This experiement tested Middle School relationship violence prevention program. It was unqiue for adding a pre and post test, as well as for testing the program in a predominantly African American school setting. The study found higher results from ""advanced"" students, as well as in relative growth of male students.",2,5,300 minutes,0,"1, 2",NA,"1, 2",both,22,NA,NA,rct,FALSE,attitudes,-,2,370,199,370,241,18.5,18.5,cluster randomized,d.i.d,0.01,1,0.33,7,NA,,,,Roni,"this is a clustered design. Randomization occurs at the class level. Since they don't provide the number of classes, I am assuming that a class is 20 students, and dividing the original number of students (before they dropped out a bunch) by 20 to estimate number of classes",#ffffff
murphy,1997,three sessions,rape myth acceptance,3,Date Prevention Programs: Effects on College Students' Attitudes,Yashna,1,field,Training session,4,1,3,3,21.9,3,33.6,NA,USA,Indiana,235,1,0.5,"The study aims to determine if a prevention program that implements a three-session program is more effective than one that implements a one-session program. Training included reading articles pertaining to date rape, watching programs that were previously given on videotape and obtaining weekly supervision from supervisors at the University Counseling Center.","2,4",3,~180 minutes,0,"1,9",NA,"1,9",both,11,NA,NA,rct,FALSE,attitudes,-,3,78.3,71,78.3,71,3,3,cluster randomized,d.i.d,3.47E-02,-1,0.2180881482,p.94table2,NA,,,,Roni,,#ffffff
